MOTIVO CHAMADO,NOME,CPF,SEXO,DATA NASCIMENTO,DATA ADMISSAO,NOME DA MAE,ESTADO CIVIL,PARENTESCO,ESTUDANTE,MATRICULA EMPRESA,CNPJ CLIENTE,CARTAO SUS,EMAIL,CEP,ENDERECO,NUMERO,COMPLEMENTO,BAIRRO,CIDADE,ESTADO,SALARIO,RG,CARGO,TELEFONE,CELULAR,DATA INICIO VIGENCIA,CODIGO PLANO,FIM VIGENCIA,PRAZO ESTAGIO/J APRENDIZ (MESES),C.CUSTO,DEPARTAMENTO,SETOR,TIPO EXTENSAO,INICIO PLANO EXTENSAO,FIM PLANO EXTENSAO,INICIO EXPEDIENTE,FIM EXPEDIENTE,PCD,CPF TITULAR,PLANO EXTENSAO,DESCRICAO,DATA ENTRELACE,CNPJ A TRANSFERIR,DEPENDENTE TITULAR,COD. OPERADORA
Exame Laboratorial,Sara Gibson,029-17-6015,M,1934-09-03,2002-09-24,Daniel Clark,Solteiro(a),Cônjuge,Sim,4483734,6526513585811470,9876543210987654,whawkins@example.com,56915,3420 Young Crossing,2741,Apt. 975,Savassi,Powellborough,RI,4248.621491484516,8145242154,International aid/development worker,+1-867-617-7428x22421,7082533275,2003-03-03,5,2049-06-25,2,CCusto3,Financeiro,Setor C,Tipo1,2004-11-29,2097-06-19,22:44:57,00:04:31,Sim,401-70-1843,Plano C,News camera she design majority bag.,2016-03-25,6927869278269983,Não,Operadora2
Consulta Médica,Hannah Knapp,332-31-6007,F,1908-10-02,2019-06-26,Karen King,Casado(a),Mãe,Não,6714065,6396221593603510,1234567890123456,gpeck@example.org,38543,2716 Carpenter Mill Suite 781,0806,Apt. 194,Savassi,North Williamfort,MA,3728.7675100146807,27864979,Banker,001-313-560-2134x7190,610.230.0813x470,2005-11-12,9,2073-02-21,7,CCusto1,Recursos Humanos,Setor B,Tipo2,2019-03-16,2099-01-18,16:23:40,01:44:04,Sim,205-58-2719,Plano C,Room they provide discussion use.,2003-11-18,2552636218281167,Não,Operadora3
Exame Laboratorial,Brian Boyle,698-11-1822,F,1912-03-05,2000-02-07,Cathy Flores,Casado(a),Pai,Sim,7413357,1143013690113658,9876543210987654,matthewsmegan@example.net,95188,602 Katelyn Flat,433,Suite 277,Savassi,East Andrew,DE,4408.71775235475,7513928875,Gaffer,(363)436-7579x6588,001-440-332-1928x7144,2016-09-25,7,2050-04-14,6,CCusto2,Financeiro,Setor B,Tipo1,2012-04-10,2052-06-06,20:55:53,08:08:05,Sim,599-48-9898,Plano B,Early education color back.,2013-10-19,2855566310020793,Não,Operadora1
Exame Laboratorial,Amy Griffin,732-02-9616,M,1981-08-27,2009-01-11,James Johns,Solteiro(a),Mãe,Não,4966298,1423784801776700,9876543210987654,xgray@example.org,31463,873 Jackson Island,65242,Suite 129,Copacabana,Edwardsville,CO,1760.105675234538,418014875,Manufacturing engineer,+1-346-570-3553x79395,4454811893,2015-06-18,2,2085-06-13,4,CCusto2,Financeiro,Setor A,Tipo3,2016-07-08,2064-03-05,01:24:55,18:53:10,Sim,496-57-9685,Plano A,Find statement prepare sound seat show state.,2019-11-11,4833013894977703,Sim,Operadora1
Exame Laboratorial,Ashley Robertson,565-13-3711,F,2022-02-09,2015-04-12,Bradley Vasquez,Viúvo(a),Filho(a),Sim,5978285,5787759492289933,1234567890123456,ellendaniels@example.org,72138,40389 Maria Corner,642,Apt. 603,Savassi,West Kurt,AK,2211.9120463023337,9144721994,Landscape architect,+1-781-558-4931x381,9912545404,2014-10-17,10,2095-08-09,11,CCusto2,Financeiro,Setor C,Tipo1,2005-11-25,2099-04-01,22:58:22,13:00:39,Sim,701-33-1793,Plano C,Cold training picture own technology professional better.,2014-08-11,8489864148362020,Sim,Operadora2
Odontologia,Teresa Fitzpatrick,737-59-7338,F,1992-12-30,2001-10-24,Rebecca Donaldson,Casado(a),Filho(a),Sim,8229383,3966920822553531,1234567890123456,sarah92@example.com,52395,2804 Robinson Valley Apt. 568,318,Suite 084,Copacabana,Williambury,MT,2127.233055488806,6164518599,Audiological scientist,(846)394-7373,4576772306,2014-01-24,2,2029-07-25,3,CCusto2,Vendas,Setor B,Tipo3,2015-06-04,2038-05-04,09:02:56,18:21:52,Não,569-92-0192,Plano A,Knowledge expect finally fact kind then partner.,2020-01-31,8043547401911296,Sim,Operadora1
Exame Laboratorial,Devin Berry,698-28-4890,M,2012-03-22,2017-09-17,John Luna,Solteiro(a),Mãe,Não,5482073,7824790476625557,1234567890123456,kwatts@example.org,13074,956 Rebecca Freeway Apt. 910,07826,Suite 467,Moinhos de Vento,West Jacqueline,MH,1519.0446330417137,6544957625,"Producer, television/film/video",001-780-494-2604x37659,532.240.4400x327,2005-03-07,2,2067-06-27,11,CCusto1,Vendas,Setor B,Tipo1,2021-05-19,2091-06-15,19:16:56,23:44:08,Sim,396-61-1596,Plano C,Follow pass force sport local million across space.,2005-09-16,3166154681880602,Sim,Operadora3
Exame Laboratorial,Chelsea Schwartz,012-86-8644,M,1957-10-26,2022-12-25,Danielle Coleman,Casado(a),Filho(a),Não,760782,839264704396771,9876543210987654,davidgarcia@example.net,49115,5209 Deborah Freeway,78710,Suite 619,Moinhos de Vento,New Theresa,MS,2804.515547127393,2840866685,"Therapist, sports",236-957-4045,384-385-7415x82880,2002-07-20,8,2089-03-27,11,CCusto3,Recursos Humanos,Setor C,Tipo1,2010-05-24,2051-02-03,01:47:30,16:16:14,Sim,091-90-4066,Plano C,Seem soldier son the.,2016-01-27,2809332644045259,Sim,Operadora2
Consulta Médica,Jennifer Hernandez,442-75-0069,F,1997-01-02,2021-08-15,Madison Johnston,Viúvo(a),Mãe,Não,2954550,5542935273295067,1234567890123456,uperez@example.net,42559,05830 Joanne Ridges,6635,Suite 042,Savassi,Kristatown,TX,3595.6566244873693,6517018430,Charity officer,5282328660,001-910-961-7305x78500,2011-11-22,2,2087-08-05,2,CCusto3,Financeiro,Setor C,Tipo2,2012-08-02,2050-05-13,17:50:19,08:30:02,Sim,242-48-3808,Plano A,Evening concern tough meeting thousand nature.,2008-01-22,8761899735553420,Não,Operadora2
Consulta Médica,Kenneth Lewis,621-81-0956,M,1916-02-13,2007-07-06,Scott Delgado,Casado(a),Cônjuge,Sim,5185428,7727290245038848,1234567890123456,umiller@example.com,57708,4712 Carlos Islands,8997,Suite 197,Moinhos de Vento,Lake Stacy,AK,4904.591031428921,3853324798,Conference centre manager,549-583-7146x70194,202-896-3413,2019-11-18,3,2061-07-06,2,CCusto1,Vendas,Setor A,Tipo3,2003-07-12,2084-06-14,00:39:11,19:19:45,Não,488-10-5277,Plano A,Field scene court expect.,2009-05-29,2280593352682987,Sim,Operadora1
Consulta Médica,Christopher Chavez,440-14-3789,F,1964-11-26,2009-01-30,Shannon Valenzuela,Solteiro(a),Mãe,Sim,1556427,4890382722020772,1234567890123456,christinawalker@example.net,06061,17875 Ryan Forges,1175,Suite 327,Moinhos de Vento,Wiseberg,MS,1508.253045669059,4613990972,Tax inspector,001-955-953-9062x449,227-737-0403x090,2016-11-25,9,2074-03-07,12,CCusto1,Financeiro,Setor B,Tipo1,2022-12-02,2055-06-23,09:50:14,08:59:42,Não,510-70-0403,Plano C,Support commercial whole care business make doctor.,2001-10-14,8176102026151216,Sim,Operadora3
Odontologia,Tara Mills,549-22-8590,F,1975-11-20,2016-03-12,Denise Robbins,Casado(a),Pai,Não,9277841,5530362394536191,1234567890123456,dsmith@example.net,76305,034 Alvarez Glen,6825,Suite 670,Savassi,Johnsonland,MD,3116.8104285513846,5849649673,Theatre stage manager,+1-899-718-5695x3132,001-634-552-1229,2020-09-28,8,2046-11-10,10,CCusto2,Vendas,Setor A,Tipo3,2007-10-04,2030-10-10,14:39:21,16:32:04,Não,808-19-4856,Plano C,Sit stuff friend citizen thus evidence manager that.,2005-07-29,8527782569001347,Sim,Operadora2
Odontologia,Megan House,455-56-5414,F,1934-03-08,2014-02-06,David Erickson,Casado(a),Pai,Não,5057551,888633728065433,9876543210987654,rnavarro@example.com,67615,2662 Jennifer Road,072,Apt. 312,Copacabana,Susanside,UT,3305.91461190047,7084086430,Theatre director,(982)550-2585,001-372-470-1022,2009-04-22,5,2028-05-15,8,CCusto3,Recursos Humanos,Setor B,Tipo2,2020-04-26,2037-04-21,06:02:28,07:30:36,Sim,299-58-0980,Plano C,Fact road part name enjoy hundred.,2022-06-12,8788369930102835,Não,Operadora2
Consulta Médica,Andrea Evans,801-59-4193,F,1920-12-23,2010-06-24,Omar Peterson,Casado(a),Cônjuge,Não,3140198,1305920462830539,1234567890123456,barberkevin@example.net,72422,601 Lisa Inlet Apt. 872,963,Suite 799,Savassi,North Eric,NH,3074.039939983017,7887443137,Data processing manager,719-584-3192x52581,001-910-984-2296x3668,2002-10-12,9,2023-11-03,10,CCusto1,Vendas,Setor B,Tipo3,2003-04-09,2085-01-21,11:05:57,02:53:26,Não,210-21-6924,Plano A,Now lawyer allow officer some travel.,2013-01-11,2128161941066853,Sim,Operadora3
Exame Laboratorial,John Guzman,045-33-1658,F,1941-12-26,2013-08-16,Heather Thompson,Casado(a),Mãe,Não,3303562,8825950080159389,9876543210987654,lauren15@example.net,50470,14081 Jeffrey River Apt. 514,23621,Apt. 536,Moinhos de Vento,Caldwellland,LA,3219.635663367968,916677793,Maintenance engineer,+1-396-334-1342,692.766.0316,2007-09-08,6,2092-03-09,6,CCusto3,Vendas,Setor C,Tipo3,2000-09-23,2053-10-29,12:24:44,16:06:05,Não,480-64-7308,Plano B,Forget listen fly pattern recognize.,2017-03-17,8150474766822490,Não,Operadora3
Odontologia,Barbara Gutierrez,257-52-5959,M,1926-06-18,2019-08-12,Bradley Phillips,Viúvo(a),Filho(a),Não,2827608,7392674895801307,1234567890123456,patriciabernard@example.org,99949,0624 Mendoza Ramp Suite 783,592,Apt. 261,Centro,South Hannah,NH,1104.2648362976452,4849153410,Public relations officer,6312735933,583-695-6959,2019-03-21,4,2073-05-25,9,CCusto1,Vendas,Setor A,Tipo1,2013-01-14,2073-11-17,08:36:08,13:17:35,Sim,876-08-1295,Plano C,Weight cover attack read.,2021-10-13,5245199610850961,Sim,Operadora3
Odontologia,Leslie Young,845-59-3041,F,1916-01-16,2021-07-22,Carmen Thomas,Solteiro(a),Filho(a),Sim,5963848,7974542238916314,1234567890123456,kathleenblevins@example.com,96454,015 Murray Crescent Suite 991,71388,Suite 337,Copacabana,East Colleenfort,NH,4988.67656656597,2147391373,"Administrator, charities/voluntary organisations",+1-291-532-8508x47920,001-315-514-9748x3895,2021-07-12,2,2091-04-16,11,CCusto1,Financeiro,Setor B,Tipo1,2002-01-09,2048-01-12,01:27:59,21:46:37,Não,370-64-7820,Plano B,Contain list speech us summer own mean woman.,2005-05-19,1564051024465599,Não,Operadora2
Consulta Médica,Anna Rosario,673-50-3814,M,1955-02-18,2002-05-13,Jacob Sanchez,Viúvo(a),Filho(a),Não,8971764,4397649902621955,1234567890123456,hernandezmichael@example.com,57190,3716 Megan Forge,62811,Suite 238,Savassi,Travistown,TN,1025.7476894287954,7611504825,"Geologist, wellsite",001-232-721-0577x11476,941-744-4934,2019-10-26,4,2031-06-24,10,CCusto1,Vendas,Setor A,Tipo1,2017-11-05,2053-09-09,08:20:44,09:39:53,Sim,745-33-2553,Plano B,Interest again debate professional write interview reality.,2004-04-02,3152682110230857,Sim,Operadora3
Odontologia,Robert Murphy,797-49-4223,F,1991-12-31,2018-04-30,Lisa Romero,Viúvo(a),Filho(a),Não,285528,4327928343322266,1234567890123456,hrogers@example.com,31542,68222 Baker Keys Apt. 983,377,Suite 686,Copacabana,New William,WV,1489.494553663881,4968500857,Petroleum engineer,+1-724-371-0690,969.906.0922,2016-07-11,7,2032-04-20,4,CCusto2,Vendas,Setor A,Tipo2,2005-02-08,2054-11-08,14:24:50,18:56:14,Não,059-69-8665,Plano A,Fight produce TV behavior box.,2020-02-28,9877402029205495,Não,Operadora1
Odontologia,Bryan Harper,766-35-2341,F,1961-04-01,2007-01-11,Chad Ruiz,Solteiro(a),Mãe,Não,7053915,388123883361966,9876543210987654,phammond@example.net,20874,521 Kelly Square,13790,Apt. 920,Copacabana,South Ellenborough,TN,4532.962022023459,4128870456,Intelligence analyst,(414)944-4402x199,(248)374-7778x44241,2008-10-24,10,2059-04-17,8,CCusto2,Vendas,Setor C,Tipo2,2020-12-14,2086-11-06,01:09:23,03:19:08,Sim,879-50-0198,Plano B,Its activity public police condition.,2017-07-18,2751389475505471,Não,Operadora2
Odontologia,Mr. William Johnson,752-75-3370,F,1980-12-09,2003-10-14,Jerry Wright,Viúvo(a),Filho(a),Não,2343977,3476748856315021,1234567890123456,jhawkins@example.com,92887,2594 James Union,00388,Apt. 750,Copacabana,South Christopher,VT,3955.36772337113,6284766194,Arts development officer,317-683-8766x6778,610-307-8521x2508,2006-12-04,9,2044-01-21,10,CCusto3,Financeiro,Setor C,Tipo3,2022-07-20,2026-08-12,12:21:50,17:17:28,Sim,557-15-1097,Plano B,Hit control once.,2008-11-30,8739798844220272,Não,Operadora3
Exame Laboratorial,Jason Williams,630-08-3507,M,1935-04-02,2022-12-06,Leslie Contreras,Viúvo(a),Cônjuge,Não,2840740,9275116597613308,9876543210987654,audreydelgado@example.net,94288,14731 Graham Courts Apt. 153,593,Suite 903,Centro,Lake Christina,AZ,1115.2757044742177,1372461274,Forest/woodland manager,001-716-398-4451x85440,595.511.0812,2022-04-13,2,2060-12-06,2,CCusto1,Financeiro,Setor B,Tipo3,2017-01-05,2052-06-28,06:42:37,00:17:15,Sim,239-04-3176,Plano C,Study very guess care.,2001-02-15,5694761464938233,Não,Operadora2
Consulta Médica,Jonathan Dean,058-34-1696,M,1911-09-23,2019-09-08,Brittany Nixon,Casado(a),Cônjuge,Não,7294314,1022439180483936,9876543210987654,richard73@example.net,56492,1903 Anderson Ports Suite 606,8570,Apt. 747,Savassi,New Mark,AS,4399.616486428527,4682149954,Marketing executive,+1-467-876-8252x1504,001-465-763-7191x021,2011-03-10,7,2072-12-14,8,CCusto3,Vendas,Setor A,Tipo1,2019-12-11,2077-08-30,09:51:02,00:29:43,Sim,648-79-7053,Plano B,Newspaper professional catch consumer nothing director government.,2021-09-10,8063898641797577,Não,Operadora3
Consulta Médica,Spencer Hunt,253-91-4554,M,1913-11-25,2008-11-30,Kristina Reyes,Solteiro(a),Pai,Não,5117450,9648979763792396,9876543210987654,jeremypearson@example.com,82629,523 Julie Cliffs,8644,Apt. 189,Centro,East Shawn,MH,2821.3521123183764,7946321348,Marine scientist,(512)871-4451,264.619.9831x56502,2014-09-10,3,2061-08-16,6,CCusto2,Financeiro,Setor A,Tipo3,2012-04-27,2090-01-03,06:46:32,12:13:05,Sim,246-51-4876,Plano B,Early national might hand might.,2016-12-28,8788990702146708,Não,Operadora2
Consulta Médica,Elizabeth Jones,585-02-7061,M,2004-07-27,2008-10-19,Keith Cooley,Viúvo(a),Cônjuge,Não,1883440,1640450255166173,1234567890123456,manningkim@example.net,74472,5797 Sheri Creek,4334,Apt. 978,Savassi,Herreratown,AZ,1374.7626163455316,8024971487,Film/video editor,668-757-5313x856,829-346-0883,2014-08-05,6,2064-01-07,12,CCusto1,Vendas,Setor A,Tipo1,2023-05-31,2068-05-20,05:04:21,02:19:17,Sim,031-07-2015,Plano B,Field could organization should interest capital role.,2012-07-25,3833100667509541,Sim,Operadora3
Exame Laboratorial,Natalie Dalton,696-36-2621,M,2004-06-17,2002-12-17,Joseph Anderson,Solteiro(a),Cônjuge,Não,2007798,269068711642612,1234567890123456,fcross@example.net,28691,372 Watkins Pass,43034,Suite 139,Copacabana,Gallegosville,MP,3291.649601108361,1257102874,Jewellery designer,+1-914-318-0675x994,3889233571,2009-02-05,1,2044-06-12,3,CCusto3,Financeiro,Setor C,Tipo3,2012-04-01,2065-06-26,01:37:41,02:51:54,Sim,702-41-2171,Plano A,Name join build goal staff.,2005-01-25,6720760183968330,Sim,Operadora3
Consulta Médica,Melissa Jones,637-79-9034,F,1975-02-09,2022-06-06,Julie Ponce,Viúvo(a),Filho(a),Não,2217430,2316091064027434,9876543210987654,josewest@example.net,28591,1656 Patrick Place Apt. 438,74145,Suite 337,Centro,East Kristyburgh,WV,4625.919756878433,5703085907,"Teacher, early years/pre",435-449-7801,(440)727-5176,2007-08-30,8,2074-12-24,1,CCusto1,Recursos Humanos,Setor B,Tipo1,2017-08-15,2089-01-25,18:44:21,22:38:08,Sim,278-56-1692,Plano A,Product probably present eight serve safe.,2001-10-04,6664807976580035,Não,Operadora1
Exame Laboratorial,Denise Bailey,370-04-8240,F,1923-11-04,2001-08-02,Alexis Gardner,Solteiro(a),Filho(a),Não,9633747,1640431739116348,1234567890123456,yprice@example.net,03620,974 Nathan Row,387,Suite 377,Centro,Jessicaville,CT,1886.677716461898,6401219578,"Administrator, charities/voluntary organisations",961-815-1623x37135,001-714-771-6558x012,2012-05-20,6,2050-08-16,7,CCusto3,Financeiro,Setor A,Tipo1,2004-04-06,2082-01-14,00:46:40,09:32:38,Não,506-09-0871,Plano A,Then offer future page.,2016-03-04,2827350151189101,Sim,Operadora1
Odontologia,Gail Miller,727-50-9101,F,1934-01-08,2009-12-31,Maureen Holt,Viúvo(a),Filho(a),Sim,2297757,3967682410556792,9876543210987654,michael98@example.org,23744,09905 Victoria Forge Apt. 994,4823,Suite 941,Centro,Georgeburgh,CA,1211.6152462566356,9459921207,Armed forces operational officer,+1-238-886-2722x6190,235-560-2199x4018,2019-08-13,7,2066-03-20,8,CCusto3,Vendas,Setor C,Tipo3,2019-10-03,2070-11-05,17:21:36,22:40:57,Sim,383-08-3062,Plano C,Plan daughter join read husband drug foreign.,2015-07-04,5805765587063001,Não,Operadora2
Exame Laboratorial,Manuel Harding,700-81-0845,F,1908-02-23,2016-08-16,Christopher Green,Casado(a),Pai,Sim,7044831,7469802412003003,1234567890123456,karen25@example.org,96100,765 Brady Rue Apt. 852,533,Apt. 438,Moinhos de Vento,Lake Paula,UT,3523.854324801992,8693715806,"Conservation officer, historic buildings",001-495-830-3919x6345,+1-251-860-8156x285,2006-03-08,1,2060-04-28,1,CCusto1,Financeiro,Setor A,Tipo2,2014-02-04,2067-06-25,21:33:24,10:59:43,Não,065-15-8664,Plano A,Wide culture area why.,2019-06-07,7269573656949360,Não,Operadora3
Exame Laboratorial,Eric Gordon,858-78-0453,M,2004-06-26,2012-03-15,Olivia Rodriguez,Solteiro(a),Mãe,Sim,9479347,63047208406055,1234567890123456,michelle11@example.org,88911,038 Wright Corner Suite 338,919,Suite 905,Moinhos de Vento,Port Karamouth,UT,1305.2017448041265,3750170167,Armed forces logistics/support/administrative officer,(924)900-4962x83236,+1-816-201-9414x42149,2019-09-10,7,2087-04-05,3,CCusto3,Vendas,Setor C,Tipo2,2020-09-17,2089-06-09,01:33:09,08:43:02,Não,596-44-5797,Plano B,Whose enjoy help court Republican.,2001-04-25,1185080732132624,Sim,Operadora2
Odontologia,Lynn Smith,111-67-1769,M,1966-09-28,2013-05-17,Ricky Martin,Viúvo(a),Filho(a),Não,1587090,8397996051853786,9876543210987654,bowendavid@example.org,39160,8667 Evans Road,361,Apt. 065,Savassi,Garciashire,UT,2789.1237805857527,9065379865,Probation officer,409-902-7293,529-296-4553,2019-05-28,9,2078-12-04,1,CCusto3,Vendas,Setor C,Tipo1,2011-08-19,2080-05-26,22:25:06,05:55:42,Sim,134-24-2605,Plano C,Memory civil involve agreement fact.,2005-08-25,1426226740894748,Sim,Operadora3
Consulta Médica,Michael Hammond,709-22-8674,M,1911-09-24,2007-08-03,Matthew Cole,Solteiro(a),Pai,Sim,1691381,3520212393549165,1234567890123456,robert81@example.org,32626,356 Burke Haven,5049,Suite 497,Moinhos de Vento,Port Adrienne,ID,3152.262422984817,6589621106,Herpetologist,(283)710-9483x642,001-317-429-5568x413,2005-03-12,10,2088-09-03,12,CCusto2,Recursos Humanos,Setor C,Tipo3,2020-12-06,2058-06-30,07:08:34,05:19:47,Sim,177-95-6361,Plano A,Concern size some.,2019-08-07,9930090380411063,Não,Operadora1
Odontologia,Stacy Collins,478-71-9651,M,1971-02-21,2012-10-02,Nicholas Rivera,Solteiro(a),Pai,Não,9286549,2954399603061563,1234567890123456,hlee@example.com,11312,978 Turner Throughway Suite 697,52689,Suite 133,Copacabana,Lake Rebecca,FL,4569.317711094883,2256385065,Operational researcher,(255)649-5615x1683,+1-731-343-9039,2008-03-07,9,2059-06-26,9,CCusto1,Financeiro,Setor C,Tipo1,2008-08-29,2084-02-10,05:48:52,03:45:50,Sim,634-03-6203,Plano A,Goal meeting east cold no budget region.,2006-05-23,1486570219734013,Sim,Operadora2
Exame Laboratorial,Jennifer Johnson,548-71-7846,F,1956-07-15,2023-04-27,Scott Cohen,Casado(a),Filho(a),Não,3549042,7938732247010720,9876543210987654,allenanna@example.com,47203,522 Dana Burgs,81642,Suite 980,Savassi,Port Mariaside,RI,4652.096870756543,9646276480,Primary school teacher,(676)657-2230x5510,467-487-3025x23465,2017-11-16,1,2055-10-04,8,CCusto1,Financeiro,Setor B,Tipo2,2003-07-05,2082-07-01,23:18:42,01:39:43,Não,818-73-3227,Plano A,Garden more try.,2017-12-14,5625617409810734,Não,Operadora2
Consulta Médica,Karen Forbes,107-30-2723,M,1917-03-14,2006-11-27,David Lee,Solteiro(a),Mãe,Sim,918409,1796422662178353,1234567890123456,stevenmendoza@example.net,14986,47046 Ford Plaza Apt. 980,3747,Apt. 968,Moinhos de Vento,South Jenniferchester,DC,2777.670044616498,5417888925,Land/geomatics surveyor,476.715.1999x533,463-380-9715x68569,2008-09-15,8,2023-10-24,3,CCusto3,Financeiro,Setor A,Tipo3,2005-05-16,2079-06-06,13:10:31,11:46:57,Não,886-23-3480,Plano B,Paper war floor travel value.,2012-07-15,5536946332756016,Sim,Operadora3
Consulta Médica,Jonathan Robinson,583-16-5607,M,2002-10-26,2009-12-11,Heather Moon,Casado(a),Cônjuge,Sim,8013611,6685092878558336,1234567890123456,tammy07@example.com,14204,500 Perez Orchard Suite 542,4768,Suite 920,Moinhos de Vento,Samuelchester,AK,2679.2615866963542,7783679627,Software engineer,690-816-7341x497,(258)203-3999,2021-02-16,9,2060-07-17,11,CCusto2,Financeiro,Setor B,Tipo2,2006-08-27,2078-08-03,15:04:59,19:58:16,Sim,277-43-7495,Plano B,Better debate total offer.,2023-07-12,6356842333935546,Não,Operadora1
Exame Laboratorial,William Garcia,227-06-4131,F,1934-10-11,2013-03-27,Abigail Morris,Viúvo(a),Cônjuge,Sim,7051737,8921922770963797,9876543210987654,emcgrath@example.com,53299,2707 Margaret Wells,8183,Apt. 603,Savassi,Reneeview,MA,3450.4291929566957,9307400571,Chartered accountant,841.693.5979,622-279-9221,2007-06-21,5,2061-01-19,5,CCusto2,Vendas,Setor C,Tipo1,2010-07-12,2034-09-23,20:49:11,20:50:19,Não,896-25-5404,Plano B,Possible role product how.,2011-09-15,9862277061714918,Sim,Operadora3
Consulta Médica,Anne Diaz,759-13-4233,F,1932-09-03,2001-02-08,Sierra Murray,Viúvo(a),Pai,Sim,4638249,9473807484630080,9876543210987654,shudson@example.com,57115,59719 Greene Harbors Suite 701,441,Suite 800,Centro,Vanessachester,DE,4031.4116741528496,387022623,Housing manager/officer,(763)201-2468,896-381-8475,2002-12-02,9,2027-11-22,8,CCusto3,Vendas,Setor C,Tipo2,2023-01-19,2052-12-22,19:03:15,01:31:07,Não,703-31-7443,Plano B,Exactly such away suddenly maintain thank.,2008-09-03,4306792170697372,Não,Operadora1
