Operadora,Código do Cliente,Razão Social do Cliente,Código do Associado,Nome do Associado,Tipo de Associado,Sexo,Data de Nascimento,Grupo Tipo de Atendimento,Valor,Data do Atendimento,Competência,CGC do Prestador Local,Nome do Prestador Local,Especialidade - Descrição,Prestador Local Próprio,Cidade do Prestador Local,Estado do Prestador Local,Código do Procedimento,Nome do Procedimento,Código do CID,Qtd Procedimentos,Cód do Grupo de Contrato,Plano - Código,Plano - Descrição,GUIA,Especialidade - Codigo,Classe de procedimento,Grupo Familiar,CPF Titular,Carteirinha Titular,Nome Titular
B,9747,Adams PLC,90190,Amanda Rubio,region,F,1968-09-04,responsibility,48788.55015882258,2003-03-02,April 2014,81618510,"Mcintosh, Fisher and Hughes",friend,Não,North Zacharytown,AK,110,next,C02,1,6,278,office,70381,2426,C,Não,845-47-8070,405000,Suzanne Noble
C,6079,"Doyle, Day and Williams",40511,Todd Clark,first,M,1969-07-17,along,34762.646656320765,2005-10-02,April 2006,76327547,Townsend-Ballard,sing,Não,Port Thomasberg,IN,243,energy,D03,1,7,148,far,30505,4809,A,Sim,580-70-3297,746613,Janet Cain
A,7187,Montoya PLC,61194,Trevor Harris,difference,M,1996-08-30,use,38743.14087098214,2023-09-14,February 2020,99245458,"Tapia, Simpson and Morales",huge,Não,New Davidburgh,CO,664,accept,A00,4,9,601,rule,99101,6423,A,Sim,230-45-3616,327554,Selena Walker
C,1111,Jefferson Ltd,94082,Jason Jacobson,team,F,1988-10-26,activity,6287.8942551544405,2008-03-19,April 2003,21161441,Kim-Vega,year,Não,North Leahhaven,RI,724,resource,D03,4,7,541,on,44414,7343,C,Não,849-36-3810,284487,Alexis Smith
D,9509,Morgan Inc,87982,Matthew Mays,think,F,1986-04-24,son,86841.71970895487,2016-08-06,November 1979,52774488,"Dixon, Cooper and Matthews",option,Não,New Samuel,RI,184,discuss,D03,5,5,697,account,23604,1329,C,Sim,039-68-6142,272381,Austin Obrien
D,2367,Mendez PLC,34221,Gwendolyn Cruz,experience,M,1968-02-24,little,97705.32444947644,2005-06-13,October 1971,71364375,Hernandez-Hicks,city,Não,New Susan,AS,978,boy,C02,2,5,544,guy,91534,8321,B,Sim,397-73-8757,563700,Craig Jones
B,1964,"Green, Johnson and Sims",16095,Justin Leonard,citizen,M,1988-08-17,since,4238.846163718219,2017-01-20,May 1978,45390100,Bautista-Kline,gas,Não,Sarahborough,IA,373,senior,D03,3,9,968,partner,58753,2741,C,Não,489-95-4974,425598,Jason Hayes
C,3556,Morrison and Sons,61505,Heather Williams,door,F,1953-07-27,senior,26508.37136061179,2007-04-12,October 1987,25734364,"Jones, Cook and Simpson",term,Sim,Rodriguezland,NC,960,suffer,D03,2,4,786,deep,74435,3077,C,Não,345-38-8167,660611,Nicholas Thompson
D,7788,Strong-Pineda,27455,Christian Rodriguez,manage,F,1947-12-15,four,15191.984780470639,2005-07-24,June 2022,33244021,Turner-Johnson,drop,Sim,Jamesbury,LA,896,order,D03,3,6,959,reach,99994,4022,A,Não,696-82-1191,500058,Valerie Freeman
D,5671,Ortiz Inc,10781,George Simpson,hope,F,1962-05-25,open,12046.061850089198,2013-10-06,January 2004,38830886,Lawrence LLC,throughout,Não,Bobbystad,MP,976,cup,D03,1,3,477,course,67782,5751,C,Não,753-88-8343,744507,Ashley Long
A,2229,Brown-Walker,92743,Richard Johnson,idea,F,1977-12-08,operation,72642.54482646757,2007-06-29,May 1995,62287661,"Dougherty, Rice and Roberts",economic,Não,Burtonview,OH,485,me,A00,2,3,216,federal,98724,8410,B,Não,471-20-7397,969799,Lori Welch
D,7259,Frank-Smith,98862,Christine Walker,one,M,1973-05-26,how,20684.53551144712,2018-03-20,October 2008,41315368,"Hernandez, Knapp and Cain",speech,Sim,East Douglas,WA,289,dog,B01,1,8,561,card,71226,3830,A,Não,197-62-8333,291064,Melissa Mendez
B,2659,Fisher PLC,10783,Brian Cobb,listen,M,2001-12-01,movement,56815.17232729417,2014-08-09,July 2010,42648539,King LLC,plan,Sim,Williamtown,IN,605,western,D03,3,5,535,organization,49293,3787,A,Não,330-43-0696,680070,Jennifer Curry
A,5872,Hughes Group,13441,James Murray,when,M,1986-12-27,my,95003.50512955063,2012-08-02,June 2011,71347019,Hawkins-Jordan,these,Não,Webbland,MA,120,night,B01,4,10,924,hair,93221,5763,B,Não,272-40-4277,642788,Joshua Fernandez
C,5464,Cooper-Baird,82836,Dr. Catherine Wallace MD,admit,M,1992-05-09,measure,47795.82132710747,2020-09-03,May 2012,32428221,Higgins-Moran,mean,Sim,Carrollfort,CA,549,worker,B01,1,9,719,teach,90417,6607,C,Não,567-42-1740,566503,Kimberly Martinez
A,7812,Jones Inc,26507,Nicholas Watts,capital,F,1962-02-28,wait,32951.2291321388,2004-10-21,April 1993,63316994,Taylor PLC,attention,Sim,Lake Scott,ND,836,me,A00,5,6,710,need,30825,3586,B,Sim,063-02-2922,484558,Susan Hart MD
A,9208,"Le, Payne and Cisneros",39468,Jamie Gross,today,M,1988-10-22,door,91647.33615365149,2000-02-18,February 1970,73387291,"Chan, Sanchez and Snyder",mention,Não,Goodwinbury,VI,294,media,D03,1,6,180,bad,73689,7469,A,Não,811-67-5043,630268,Robert Long
A,7127,"Wood, Hancock and Johnson",75701,Austin Good,head,M,1991-08-23,back,66906.83210801659,2023-01-13,May 1979,27853994,Rodriguez Inc,film,Não,Knightland,CA,218,until,B01,4,5,709,claim,85469,2998,B,Sim,501-82-0603,474701,Michael Wilson
A,3555,Tyler-Jordan,12868,Walter Gonzalez,wait,M,1989-11-05,training,67657.23162367004,2003-06-06,September 1970,29198318,"Briggs, Vega and Gardner",arm,Não,Port Emily,KS,279,security,B01,3,9,828,analysis,75574,2902,C,Não,674-23-3710,963587,Hannah Chavez
A,5368,"Taylor, Zuniga and Clements",45771,Kathleen Stevens,no,M,1964-11-17,hit,58983.80027756993,2010-05-24,May 1995,79792898,"Barber, Moore and Steele",he,Não,Melanieberg,DE,596,hope,C02,3,3,343,product,59833,7275,C,Sim,750-82-4790,645154,Vincent Hess
C,4549,Kelly Inc,43035,Erin Hogan,like,F,1951-11-13,imagine,1843.864310995275,2020-06-07,August 2019,57256058,"Snow, Osborne and Alvarez",ok,Sim,Mccallberg,OR,261,tough,A00,3,8,853,song,90330,3329,A,Não,575-28-1097,264120,Victor Thompson
B,6137,"Browning, Banks and Medina",72441,Nancy Parker,wait,F,1993-10-09,daughter,37249.65436656789,2022-11-17,September 1976,13936195,"Carlson, Crane and Blanchard",reveal,Não,East Sherry,NV,958,ok,A00,3,6,466,far,82864,5760,C,Não,619-83-5389,437947,Mr. Keith Miller
D,6010,Harmon Group,88680,Sheila Henson,until,M,1970-10-12,position,62901.26706582858,2003-01-01,April 2001,49035269,Hart-Williams,focus,Sim,West Kelly,WA,493,TV,B01,2,5,527,cut,82815,4471,B,Sim,505-80-9846,481352,Kevin Roberson
C,2932,"Smith, Pruitt and Morrison",14013,Jonathan Mason,east,M,1975-10-30,security,16339.78494331039,2022-02-23,September 2007,97104443,"Frederick, Guzman and Graves",article,Não,Josemouth,DE,429,nor,D03,2,5,767,woman,49689,6196,A,Sim,449-48-3013,458085,Ashley Sullivan
C,3076,Smith PLC,45245,Caleb Maldonado,indeed,M,2000-06-30,part,73881.41500012232,2005-09-10,July 1979,94427547,"Kim, Keller and Lawrence",seek,Não,East Kyle,MH,994,different,B01,2,5,669,live,88171,8186,A,Sim,354-46-9039,442259,Julie Hogan
C,1001,Tran PLC,76393,Gabriel Johnson,blood,M,1958-07-12,production,23090.58054168598,2008-04-24,September 1974,72522958,Cruz Inc,next,Sim,West Rebecca,IL,631,as,B01,2,5,131,candidate,17594,7184,B,Não,207-77-4637,825328,Steven Braun
D,9983,Carter and Sons,89392,Deborah Kemp,help,M,1995-02-18,believe,91676.66495057198,2004-09-22,August 1974,97492110,Howell PLC,charge,Sim,East Lisabury,PR,509,that,D03,1,3,286,talk,27204,1515,B,Não,672-55-8677,917425,Dana Branch
C,7110,Guzman-Miller,90705,Jennifer Torres,catch,M,2005-07-06,drop,39615.065771561865,2016-04-28,July 2020,34411348,Summers-Alexander,him,Não,West Shawn,MT,845,already,A00,2,2,210,reduce,22760,1297,A,Sim,548-40-5303,641633,Alisha Thomas
C,8476,Wright-Nash,32299,Holly Martin,have,M,1967-11-16,plant,86065.26099891278,2003-07-04,August 2003,83031525,Walker-Hall,street,Sim,South Gregoryfurt,AS,824,above,C02,1,1,926,size,93921,4288,A,Sim,523-25-7515,135821,Benjamin Russell
B,3736,"Martin, Simpson and Boyd",75933,Jennifer Reyes,yourself,M,1978-05-18,too,11482.80528301861,2019-03-14,January 1976,97247800,"Berry, Snyder and Wheeler",song,Sim,West Christopher,VT,431,success,C02,5,10,567,nice,19817,3236,A,Não,260-04-2303,564981,Jason Rose
A,2483,Anthony LLC,45199,Brian Moreno,energy,F,1950-10-10,middle,19601.716174871217,2022-07-08,February 1988,86658614,Norris PLC,our,Não,North Jessicashire,VT,765,just,C02,1,4,779,community,24554,7611,B,Não,138-34-5285,487055,Carl Rodriguez
C,1393,Jackson-Gomez,55697,Diane Tanner,high,F,2002-02-15,responsibility,38147.6756767293,2003-06-21,April 1975,61406552,Webb-Turner,city,Não,Lopezport,TX,317,get,C02,2,9,949,home,10072,5044,C,Não,134-48-1151,433232,Nancy Peters
C,5308,Gutierrez-Woodard,55762,Teresa Thomas,home,F,1960-05-23,exactly,11013.625054236809,2003-01-01,April 2015,28884220,King-Smith,include,Sim,Tinahaven,CA,115,choice,D03,1,6,624,oil,54106,5988,B,Sim,664-39-7114,167260,Jordan King
D,2218,Mullins-Bennett,42812,Anthony Allison,to,M,1961-07-06,decision,15229.470569978215,2016-03-04,August 1977,70389851,Moore Inc,writer,Sim,New Lindahaven,WA,454,enter,C02,2,7,480,deal,87820,9260,A,Não,012-56-0712,867032,Christine Francis
D,4764,Stafford Ltd,44900,Eric Whitehead,laugh,M,1949-08-02,must,16250.206458881947,2013-05-26,June 1972,97739364,"Hernandez, Sandoval and Stanley",chair,Sim,Hugheshaven,FM,395,wonder,A00,3,1,539,audience,63878,4916,B,Não,517-95-5490,818004,Catherine Hardy
A,6714,Hoffman-Ward,48233,Patricia Russell,number,F,1985-04-20,popular,97213.27342554794,2022-02-26,June 1976,74525000,"Johnson, Tran and Mcdonald",traditional,Não,Wallaceberg,CT,957,interesting,B01,4,3,459,in,75573,9960,C,Não,163-64-9890,553484,Derek Dean
D,3972,Porter LLC,25952,Michael Myers,newspaper,M,1987-02-21,themselves,39778.59414818176,2008-09-19,November 2008,65594421,Simpson and Sons,Democrat,Não,South Benjamin,AZ,814,contain,A00,4,2,615,avoid,46219,6738,B,Não,105-73-4286,914574,Jose Jones
B,6820,Dougherty-Contreras,85764,Victoria Gilbert,bring,F,1955-02-17,treat,59252.051070995854,2009-07-12,January 2015,93301189,"Delgado, Griffin and Edwards",bit,Não,East Tasha,PR,352,available,A00,3,5,187,indeed,33715,5449,C,Não,796-27-0293,181877,Isaiah Fox
B,6009,"Moore, Curtis and Castro",17279,Nathan Ramos,feeling,M,1993-03-03,continue,7655.0174975230775,2012-11-04,July 2011,66125500,Holden PLC,majority,Não,New Jillianport,OK,734,long,B01,3,8,847,language,26782,2400,C,Sim,627-15-7483,584640,Leah Le
C,7970,Massey Inc,79865,Tammy Conner,administration,M,1980-02-01,on,50297.55107334976,2003-05-10,November 1990,84886801,Moore-Allen,important,Não,West Sophia,MA,533,everybody,A00,2,5,489,company,86918,5853,C,Não,327-02-7070,852327,Bradley Becker
A,1793,"Sellers, Dean and Rogers",50555,James Banks,hear,F,1977-11-10,stage,70948.19452509792,2012-03-28,February 1994,67109396,Bell-Wright,you,Sim,West Sandra,MN,158,father,B01,5,7,492,detail,26058,7203,A,Sim,834-01-1120,250721,Emily Mason
A,5565,Reyes Group,76586,Linda Webster,likely,F,2001-09-25,require,620.2333783631088,2012-11-15,December 1996,50289422,"Boyle, Benson and Campbell",team,Não,Erinhaven,KS,425,direction,D03,2,8,539,decide,95312,4436,C,Sim,671-26-2127,710343,Cindy Thomas
B,5024,Thompson PLC,19917,Taylor Lyons,available,M,1954-06-27,always,42329.473161723276,2021-01-22,July 2004,67737159,Dalton Inc,international,Sim,Bonnieland,LA,457,play,D03,4,2,608,money,19951,4864,A,Sim,451-81-7130,979200,Thomas Brooks
A,9867,"Davis, Ellis and Cummings",98002,Laura Patterson,live,M,1987-06-16,buy,15480.618497176372,2007-07-17,May 1986,98291817,Cardenas Inc,Republican,Não,New Zacharymouth,NE,244,station,D03,4,10,276,wall,45385,9263,B,Sim,125-38-9698,735067,Jeff Berry
B,1728,Ortiz LLC,55919,Madison Campbell,tree,F,1993-09-26,eight,84704.34346573098,2005-03-23,December 2020,11111518,Irwin-Williams,especially,Sim,Maryfurt,ND,998,less,D03,5,4,385,politics,61708,4707,C,Não,127-25-7110,592004,Derek Arnold
C,3867,White-Rice,25646,Erika Hoffman,pretty,M,1970-04-09,owner,3395.7235937549785,2002-01-12,July 1999,85312268,Rodriguez PLC,the,Não,Timothyborough,FM,837,will,D03,5,5,569,attorney,47530,5825,C,Sim,207-48-4616,756045,Rachel Garrett
A,1489,"George, Velazquez and Bell",20066,Zachary Perez,a,M,1950-04-14,worry,97293.94995330747,2007-05-19,July 1997,11427450,Guerra Inc,only,Sim,Montoyaland,IN,687,Congress,C02,5,7,175,win,65055,6538,C,Não,356-03-4379,974490,Roberto Sandoval
A,5953,Fisher and Sons,15068,Kristine Jackson,always,F,1984-10-12,thus,92729.19550371612,2017-09-20,September 1983,34533814,Rice Ltd,value,Não,Lindamouth,PR,452,play,D03,2,3,504,science,61711,8666,B,Sim,187-46-9856,902777,Brian Martinez
D,7185,Rivera Group,63941,James Smith,true,F,1996-02-12,himself,99577.1151259597,2014-09-19,May 1978,90224615,Perkins Inc,including,Não,Theresaside,IN,792,author,B01,2,8,427,offer,88867,6619,C,Sim,892-93-2923,547664,Heather Torres
C,4528,Rodriguez PLC,83142,Kirk Hart,road,F,1999-07-19,even,35454.46726158,2015-07-14,May 1974,41744036,"Wright, Bean and Dalton",man,Não,Dixonport,ND,781,myself,D03,5,2,870,at,80402,7230,C,Não,470-74-3996,846694,Kristopher Stevens
C,5817,Grant Inc,93596,Nicholas Thomas,explain,F,1989-11-14,moment,68380.04497948264,2005-05-06,June 1975,43751857,Heath PLC,during,Não,South Aliciahaven,NC,645,it,C02,1,10,510,grow,28532,2200,A,Sim,498-36-8947,524112,Matthew Watson
B,2751,Munoz Group,92538,Susan Goodwin,nature,F,2001-08-23,arm,51489.73303628386,2006-08-26,March 2008,71475618,"Hood, Johnson and Lewis",even,Sim,Codyfort,NH,502,mean,C02,2,6,256,wind,65819,3946,A,Não,759-07-2460,260347,Virginia Ellis
A,1897,"Miller, Ortega and White",35364,Natasha Wallace,rise,M,2003-03-13,think,82006.61840546785,2019-11-18,August 2005,28622064,"Pruitt, Davis and Harris",message,Não,Joneston,TX,374,government,A00,1,10,313,while,61631,2201,C,Não,380-15-0230,923448,Matthew Erickson
B,5931,Pearson and Sons,75973,Sara Garcia,cover,M,1976-06-04,against,3868.039314359884,2019-04-04,March 1984,62296677,Peterson-Lewis,mouth,Sim,Adamschester,TX,306,network,A00,3,4,817,above,39460,6310,A,Não,816-12-7481,464959,Monique Powell
D,7153,"Ortiz, Fields and Chambers",13544,Sabrina Stone,happen,M,2000-04-25,benefit,52026.62781643643,2004-12-28,July 2019,34074450,Stewart-Chandler,government,Sim,North Maria,MT,534,loss,C02,4,8,379,TV,87447,3242,B,Sim,501-12-5099,502858,Elizabeth Nguyen
C,7995,Hines LLC,25024,Daniel Duffy,end,F,1956-08-03,voice,49587.5040224644,2000-12-31,February 2009,33650079,"Hayden, Sexton and Barrett",paper,Sim,North Kyletown,AR,902,perhaps,C02,5,4,379,including,55650,6385,A,Não,344-52-1044,914923,Chelsey Ferguson
A,8501,"Irwin, Larsen and Martinez",78290,Julia Robles,author,M,2004-05-04,sometimes,17783.274381136038,2009-01-07,April 1971,51144390,"Schmidt, Johnson and Hernandez",husband,Não,North Anthony,CT,125,shoulder,C02,5,6,782,large,18557,4319,B,Não,292-25-2785,622357,Robert Collins
D,1131,"Dunn, Smith and Knapp",46657,Ann Brennan,red,M,1988-07-25,book,87006.59166425889,2017-05-04,June 1998,92830499,Butler Inc,opportunity,Sim,West Jeremy,DC,536,method,C02,2,3,368,eye,28034,4725,B,Não,884-08-8328,179884,Emily Washington
C,8305,Barnes-Collins,36958,Vickie Jones,according,M,1998-11-23,often,83555.19082942014,2007-01-30,October 1981,84565891,Brown-Mitchell,third,Sim,New Aaronberg,OK,988,painting,C02,1,7,124,cause,84359,5768,A,Não,806-44-4722,828892,Jesse Tucker
A,1326,Molina Inc,71816,Wendy Johnson,upon,M,1965-04-01,them,12867.579470876315,2020-03-23,September 2013,97932796,Mullen Ltd,add,Sim,West Adam,WI,324,turn,C02,2,5,335,front,21857,8049,C,Sim,705-91-4502,159142,Miss Caitlin Cox
D,6370,Nichols Inc,50954,Alexis Robertson,painting,M,1977-02-25,certainly,15474.657054621335,2004-02-17,March 2005,51268260,Anderson-Johnson,common,Sim,North Phillipfort,NY,342,true,C02,4,5,925,prevent,39338,3323,B,Sim,366-93-5599,703425,Lee Morrow
D,7321,Huffman PLC,33528,Robert Jones,wrong,F,1981-07-27,while,60561.989445133084,2020-09-21,February 1983,22782722,"Moore, Galvan and Maynard",agreement,Sim,Danielfort,PA,865,head,C02,2,10,464,best,70904,2230,A,Não,441-04-0280,757922,Mr. Jorge Le
B,3245,"Rodriguez, Allen and Green",58058,Jessica Ferguson,agent,F,2004-12-28,indeed,744.9088663820822,2011-01-02,July 1980,40977805,Barajas-Thornton,six,Não,Hallbury,AZ,898,step,D03,2,3,652,quality,18262,5128,C,Não,841-54-2024,703483,Jessica Davis
A,4294,Stone-Rodriguez,58711,Edward Freeman,cut,F,1965-05-02,consider,3197.9077370657837,2006-04-03,March 2002,45103783,Fitzpatrick-Coleman,room,Sim,Kelseyfort,WI,412,important,D03,1,4,487,thank,65663,3797,C,Não,551-63-7688,568691,Angel Shelton
D,2198,Martin LLC,22856,Donna Garcia,middle,M,1989-08-24,around,86783.16459766471,2002-03-01,July 1972,54660331,Newman-Hensley,upon,Sim,East Jeffrey,TX,569,really,A00,5,8,177,usually,71434,9732,C,Não,552-63-1432,317793,Sherry Grimes
D,8311,Johnson and Sons,49385,Richard Collins,today,F,2003-09-18,future,44618.42773933487,2006-02-16,September 2015,77935584,"Melendez, Henderson and Hammond",run,Não,North Stephanieville,AK,372,war,A00,1,9,227,store,88872,5619,C,Sim,748-14-4928,856923,Brittany Morales
D,9901,"James, Ellis and Moore",70362,Daryl Roberts,box,M,1954-04-22,former,67869.02159073755,2020-02-16,January 1994,81358096,Black-Scott,myself,Sim,Fowlerstad,TN,702,mean,A00,5,4,436,stock,66224,6722,B,Não,310-15-8173,171123,William Butler
D,6082,Combs PLC,42094,Christian Lane,audience,F,1959-11-16,cup,42159.72090957091,2021-04-16,September 1997,29614516,"Porter, Miller and Ramirez",care,Sim,Margaretburgh,KY,461,human,A00,2,1,994,always,80860,1838,C,Não,089-99-7543,403281,Shannon Garcia
B,2549,Ross-Carson,60932,Molly Mccormick,look,F,1985-03-16,fish,61517.945365085485,2012-02-02,October 2006,60205109,Noble-Smith,generation,Sim,Schneiderfurt,NJ,439,wish,B01,2,5,851,protect,55722,8113,B,Não,505-21-6461,220801,Jerry Wiggins
D,1831,"Bentley, Henry and Estrada",53071,Diana Hampton,yet,M,1996-06-21,prove,93030.72206461671,2001-06-13,October 1993,98135331,"Campbell, Lee and Reynolds",course,Sim,East Chad,WA,821,old,D03,5,2,558,movie,89627,1410,A,Sim,383-08-0069,425848,Victoria Perez
B,8550,"Snyder, Patterson and Hunter",33287,Brandon Wilson,idea,F,2005-05-12,money,31280.58574769255,2008-03-21,November 1997,29614387,"Hickman, Bailey and Harris",economic,Não,Mitchellberg,MH,232,crime,D03,4,7,839,write,83832,2874,B,Sim,760-13-4026,890374,William Miller
C,3719,"Wright, Hurst and Reyes",47279,Emily Cruz,under,M,1957-06-25,place,93318.48411370764,2004-02-27,November 1994,21590898,Moore Group,sell,Não,West Jamesstad,ID,417,morning,D03,1,4,711,chair,86759,6095,C,Não,018-48-5488,354773,Alexis Thornton
C,6090,Mann-Bennett,59979,James Miller,word,F,1986-11-11,might,648.7269984484973,2015-06-26,October 1983,34914994,Banks-Rodriguez,visit,Sim,Jasonton,PA,259,dog,C02,4,8,520,team,24734,8782,C,Sim,659-51-7594,256394,Morgan Booker
C,6106,Cummings LLC,70915,Jennifer Byrd,also,F,1966-06-18,seem,42518.83122931175,2001-10-21,December 1979,86541882,Wheeler and Sons,face,Não,New Xavierchester,FM,785,part,B01,2,9,562,though,42125,3409,C,Não,013-26-6425,540331,Aaron Kelly
A,6633,"Schultz, Peterson and Duarte",72445,Lauren Scott,arm,F,1982-10-06,nearly,78682.19177629027,2009-12-05,March 1976,34856714,Pacheco LLC,watch,Não,West Michellemouth,OR,799,then,B01,3,4,813,theory,52630,2818,B,Sim,615-13-0767,263910,Michael Le
A,3572,Perez PLC,59596,Mark Gray,crime,M,1982-06-15,ever,64304.328349587115,2002-11-07,July 2011,28806090,"Perry, Fuentes and Fox",wait,Sim,Avilamouth,CO,471,quite,A00,1,3,748,word,82099,9197,A,Não,587-12-4639,252531,Donna Love
B,6620,Roman-Acosta,15331,Lisa Ramirez,increase,F,1965-03-24,stand,20016.866936914354,2003-06-22,March 1993,35475030,Nguyen-Pitts,take,Não,Port Kyleville,FL,690,thank,D03,4,5,818,pick,30347,7921,B,Sim,695-57-6513,704269,Edward Petty
B,1639,"Clark, Lopez and Oliver",54165,Richard Schmidt,run,M,1992-09-24,address,60321.36844301336,2017-01-20,March 2005,80674303,"Schwartz, Stanley and Lee",better,Sim,Elizabethton,ID,998,arrive,B01,5,5,129,use,74377,4007,C,Não,831-21-6819,570343,Terrence Gates
C,1835,"Adams, Brooks and Calhoun",99905,Ryan Briggs,shoulder,M,1951-04-15,carry,54407.554441552966,2014-11-23,April 1976,55037372,Pham PLC,expect,Sim,Jonesport,SC,455,marriage,D03,4,5,274,could,22229,8980,A,Não,112-86-9776,405076,Kathryn Hale PhD
A,8679,Mcdonald Group,62451,Mckenzie Zuniga,society,F,1960-03-24,will,66151.82495768792,2020-08-15,October 1975,17074948,Thomas Ltd,mean,Sim,Meganburgh,VI,959,deep,A00,1,9,440,ok,92972,8776,B,Não,520-45-6805,515802,Dawn Ford
A,2167,Jones Inc,85922,Carlos Flowers,design,F,1995-09-23,enter,57928.94228859899,2016-08-08,February 1985,33797926,"Giles, Alvarez and Contreras",person,Não,Joshuamouth,NE,961,drive,D03,5,7,507,picture,71079,1332,C,Sim,479-19-3885,288351,Victor Hart
D,3184,Christian-Frost,59261,Derrick Bennett,tax,M,1995-07-01,method,27644.379244442294,2019-10-29,July 1982,86616289,Young and Sons,partner,Sim,Pamelachester,CO,825,daughter,D03,4,2,200,every,78128,7198,A,Não,811-06-4104,522288,Jared Patton
D,4092,Moore LLC,86857,Dorothy Cook,represent,F,1963-03-07,agree,19244.43468371643,2011-12-29,January 2022,55586663,Wilson-Curtis,collection,Sim,Port Gregorytown,MI,616,why,A00,5,10,525,seven,70111,1676,A,Sim,532-24-3046,682838,Angela Berry
A,7498,Moore Inc,70321,Matthew Archer,analysis,M,1995-08-08,need,17152.141004762292,2005-04-10,June 2014,21125298,"Mcpherson, Arnold and Chavez",I,Sim,Aaronborough,WI,605,check,A00,4,5,229,only,39425,1184,B,Sim,528-43-9458,666779,Amy Howard
A,6565,"Lopez, Norman and Vance",97029,Eric Martinez,enter,F,1975-04-22,daughter,90298.07013096187,2006-03-28,April 1991,24228445,Lowery Group,push,Sim,Castrostad,WY,809,direction,D03,5,1,528,begin,79500,2633,B,Não,632-61-1827,385161,John Cole
