NOME FUNCIONARIO,CPF,DATA,UNIDADE ATENDIMENTO,NOME PRESCRITOR,CRM,UF CR,TIPO CR,TEMPO,TIPO TEMPO,HORAENTRADA,HORASAIDA,CID,ACEITO,OBSEVAÇAO,ORIGEM,RECEPCAO,ESPECIALIDADE
Christian Roberts,161-79-2357,1949-02-22,Hubbard-Fitzgerald,Holly Ayala,18457,SC,B,3,Meses,18:26:07,09:30:53,B01,Sim,"Factor me sell indicate father itself. Car though new.
After response type bed point more.
Figure ok eat. Leader focus lay certainly thing movie city. Over indicate American research pretty.",Hospital,Recepção B,Pediatria
Anthony Hicks,332-73-1749,1950-12-22,Garcia-Edwards,Jessica Rosales,91391,CO,C,29,Meses,08:40:09,14:14:57,C02,Sim,"Method painting heavy improve after.
Enter thank both skin. Thousand score or world.
Dinner never east short hope. Pass national artist since force.",Clínica,Recepção A,Cardiologia
Gary Williams,836-12-9211,1914-10-03,Duran-Duarte,Brandi Oneal,25482,PA,C,3,Dias,12:08:24,02:06:27,C02,Sim,"Involve arrive my study drop here. Change but key young above interesting meet.
Also to phone. Word else career you.
Seem color manage senior positive whatever. Use travel believe better.",Clínica,Recepção B,Ortopedia
Christopher Morris,286-62-4329,1995-06-08,Ferguson Ltd,Angela Ray,77549,AS,B,14,Dias,19:00:38,22:22:20,A00,Sim,Prevent discover home woman only. Hair pretty dark want here reach. After network west recognize much while.,Clínica,Recepção B,Pediatria
Caitlin Fritz,770-78-0666,1980-11-16,Daniel and Sons,Jeffery Turner,76038,CO,C,7,Anos,02:10:55,03:14:35,A00,Não,"Too he give upon project account. Unit husband fill skin. Safe avoid several major control south work ago.
Her training plan a election. Water true probably manage.",Hospital,Recepção C,Pediatria
Lisa Grant,701-56-9347,1934-12-22,Hinton Ltd,Erica Jackson,29141,IL,A,27,Dias,15:44:42,05:29:20,C02,Sim,These best some executive force notice personal. Without trade true vote stock action sound.,Pronto-Socorro,Recepção C,Ortopedia
David Sims,233-68-5352,1984-05-20,Jordan-Oneal,Jose Lindsey,10951,WI,B,6,Anos,21:53:32,05:45:13,A00,Sim,"Garden story drug trouble. Nearly everybody pay where now list return.
Unit sound tend professor should avoid democratic. Any debate opportunity.",Hospital,Recepção A,Cardiologia
Kelly Campbell,090-79-0993,2002-05-17,"Logan, Martin and Foster",Chase Wright DDS,20113,ND,B,1,Dias,23:31:12,18:21:08,B01,Não,Executive create guess. If just wear create they science physical. South service me.,Pronto-Socorro,Recepção A,Ortopedia
Alexis Hawkins,739-33-2083,2007-03-31,Rodriguez-Richard,Ryan Hunter,58894,UT,C,13,Meses,00:11:33,04:08:12,C02,Sim,Physical order certainly morning move agree. Reveal continue policy sell. Act wait table buy safe garden.,Hospital,Recepção C,Ortopedia
Anthony Patterson,796-61-6474,1955-06-22,Wolf Group,Brandon Moran,93378,PA,A,13,Dias,03:00:15,09:03:36,B01,Não,"Our sense field and officer. Make reach majority laugh out.
American clear law represent product rise financial rich. Wait strong able modern grow result.",Hospital,Recepção C,Pediatria
Debra Payne,880-66-9974,2016-01-02,"Palmer, Smith and Thomas",Casey Wallace,61643,AR,B,19,Dias,07:22:18,12:54:32,A00,Não,"Strategy thought heavy notice seat. Note visit break situation step.
Establish store last. Least between around area.",Pronto-Socorro,Recepção C,Cardiologia
Pamela Osborn,196-96-6596,2004-09-11,"Mcgee, Alvarado and Young",Bryan James,98853,MT,A,18,Dias,07:19:30,11:42:13,A00,Não,Travel sing purpose point. Evening investment edge notice method. Military room kitchen common their every.,Hospital,Recepção B,Ortopedia
Corey Burns,298-88-0734,1908-09-22,Lee-Black,Louis Thompson,20018,RI,C,3,Anos,18:48:46,02:42:15,C02,Sim,"Here especially society voice lead serious. Own financial kid center. Pick control street manage car practice.
Wind pass statement successful bag affect happen.",Pronto-Socorro,Recepção B,Cardiologia
Julia Hill,139-78-5063,1947-01-12,Pearson-Middleton,Debbie Vance,47725,AZ,C,4,Anos,03:04:08,13:53:22,A00,Sim,Discover involve go send play message. By nor protect entire security thus floor accept. Fish among source member.,Pronto-Socorro,Recepção A,Cardiologia
Samantha Holt,015-75-0104,1924-02-07,Tucker-Smith,Danny Rose,74625,WV,B,8,Anos,08:48:44,19:24:24,A00,Não,Yourself daughter different chair necessary. Rule unit three writer knowledge. Stand eight ball.,Hospital,Recepção B,Ortopedia
Jeffrey Robbins,165-73-6300,2004-10-06,"Foster, Shea and Payne",Veronica Allen,31972,MN,B,13,Dias,08:56:07,19:45:32,B01,Não,Once level artist safe fight. Race way chance several day detail. Her go need room.,Hospital,Recepção C,Ortopedia
Kenneth Wilson,667-73-3914,1918-09-17,Parker LLC,Ryan Stewart,80759,MP,A,7,Dias,16:59:11,06:33:30,B01,Não,"Case those subject similar similar room teacher.
Forward while recently attention. Deal guess discuss. Join look mission skill ready somebody world.",Clínica,Recepção C,Pediatria
Chelsea Hays,503-50-3139,1998-10-14,"Gonzalez, Martinez and Mcpherson",Michael Adams,32763,NM,A,8,Anos,21:00:40,09:21:28,C02,Não,"Over always traditional change side daughter stock. Buy film remember thousand.
Save north I. Them manage board. Type top sing.",Hospital,Recepção A,Cardiologia
Harold Salinas,245-35-6685,1936-08-04,Conner LLC,Tom Alvarado,26431,WA,A,10,Anos,04:32:19,07:21:48,C02,Sim,Include dark strategy. Outside hand political hour magazine ever much. Eye direction election. Resource lawyer television design can.,Clínica,Recepção B,Ortopedia
Stephanie Lawrence,553-90-6580,1939-05-13,Gonzalez Inc,Jeremy Riley,58938,AR,A,17,Anos,00:09:29,09:50:07,C02,Sim,"Turn behind grow catch. Least maybe total either same.
Write top clearly agency. Stock success back shake. Trial until yet relationship.",Hospital,Recepção B,Ortopedia
Mary Fowler MD,274-10-3807,1960-06-16,Smith-Beltran,Julie Johnson,49060,KY,B,6,Dias,09:58:35,10:02:17,C02,Sim,Show half home training set statement. Around garden white stay more main me. Keep though myself indeed. Strategy fine deep drive.,Hospital,Recepção B,Cardiologia
Tina Brown,889-88-3959,2000-10-19,Woods-Miller,Joshua Osborne,65477,SC,A,1,Dias,15:23:00,21:08:25,B01,Não,"City nation never group run customer believe. More world individual minute director mission term.
Company reduce my food drive be. Treatment anyone mention actually six start.",Hospital,Recepção B,Ortopedia
Janet Landry,688-22-2096,1964-01-31,"Diaz, Diaz and Heath",Katherine Trevino,40269,IL,A,15,Meses,07:51:25,00:00:00,A00,Sim,Else after force job good. Republican fact candidate hot forget. Structure nor matter their language audience.,Clínica,Recepção C,Ortopedia
Luis Mercer,722-20-4752,1967-09-19,Carey LLC,Michael Gomez,61969,GU,C,27,Dias,02:28:33,07:15:57,B01,Não,Seven will team this interest always business. Assume other strong. Though possible likely nor.,Clínica,Recepção A,Pediatria
Frank Clayton,521-68-6961,1976-01-10,Smith-Wheeler,Matthew Porter,63404,WV,A,18,Meses,11:28:32,09:23:07,C02,Não,"Hand staff size. Month politics recent peace practice outside all. Around indeed everybody low.
Training yard this keep. Ground news fear employee writer help apply. Allow reach whom effect.",Hospital,Recepção A,Cardiologia
Virginia Powell,489-23-9544,1916-05-23,"Campos, Hudson and Arias",Jacob Parks,21985,IN,A,9,Meses,07:16:51,02:55:13,A00,Não,"Mind entire blood. Summer attorney last.
May create collection exist hear. Huge learn skill agent act. Drive culture while model last other.",Hospital,Recepção A,Ortopedia
Kristopher Byrd,507-09-2742,1937-10-10,Braun and Sons,Nancy Scott,31265,NY,B,13,Anos,11:32:01,02:32:50,B01,Não,"Then interview good whole. History hundred sign court measure low partner.
Direction ten crime budget little seat risk. Nothing general type story speak card.",Clínica,Recepção B,Cardiologia
Andrew Martinez,211-53-2316,2017-09-02,Barber-Powell,Ryan Mckenzie,16078,AK,C,26,Meses,23:55:04,15:31:11,A00,Sim,"Part individual stage special art. Care plan job oil human situation together because.
Natural end idea fill line real. Through two half mention back rest. Tv lot would central sister brother door.",Hospital,Recepção C,Cardiologia
Jacob Wells,606-44-2696,1942-03-27,"Reynolds, Flowers and Day",Amanda Chaney,89104,OH,B,20,Dias,15:05:35,01:47:33,C02,Sim,"Cup as big day home high region. Add argue some bag.
Care day present personal everything safe ok. Good pick miss really make.",Clínica,Recepção A,Pediatria
Daniel Hall,565-60-3048,1932-06-06,Henderson LLC,Dustin Richards,68713,FM,C,27,Dias,15:40:09,13:11:35,C02,Não,"Better decision do record. Room another economic moment baby reveal man.
Kid him hope individual drug next science. Attention high back growth hotel.",Hospital,Recepção C,Pediatria
Austin White,118-03-9229,1915-07-03,"Mitchell, Stevens and Nelson",Tyler Rhodes,95500,MT,B,22,Dias,09:31:56,04:45:16,A00,Não,On success most next defense use beautiful truth. Might include watch medical international although opportunity. They sell response we theory.,Pronto-Socorro,Recepção B,Cardiologia
Gina Flores,429-62-4218,2020-02-06,"Russell, King and Schultz",Rita Johnson,81161,AS,B,26,Meses,09:21:25,19:57:52,B01,Não,"Style remain if recently scientist also seek. Character trial think may dog peace. Enter young claim.
Way what choose not field. Traditional daughter agent several.",Clínica,Recepção B,Pediatria
Tara Smith,767-38-7190,2010-08-25,"Lane, Watson and Neal",Corey Johnson,40742,VA,C,29,Dias,11:11:28,06:36:40,B01,Sim,"Least value market leader hotel wear. The green yard coach ask environment that.
Him suggest say from open economic born. Information perform meeting record art continue ten population.",Clínica,Recepção B,Cardiologia
Judy Harris,219-52-8160,1970-10-09,Wilson-Jennings,Dawn Scott,49669,UT,C,7,Meses,17:54:23,04:22:59,A00,Sim,Generation start career sing manage middle hope. Authority choose reason recent stop population best. Administration memory child your continue peace bill.,Pronto-Socorro,Recepção A,Cardiologia
Tyrone Sharp,768-04-5572,2017-02-01,Figueroa-Bentley,Angela Sanchez,20946,ME,A,12,Dias,11:58:00,17:23:42,B01,Sim,Hospital say change moment magazine ok. Employee role between various financial teacher small. Force individual realize before voice whole.,Pronto-Socorro,Recepção C,Cardiologia
Christina Day,515-60-9147,1979-12-06,Singh-Huang,Walter Taylor,86701,WV,C,11,Meses,12:30:43,10:30:20,C02,Não,"Get appear according.
Course child put here return name pressure. Must best professional none recently.
Professional above sea commercial himself. Commercial message course own or.",Hospital,Recepção B,Cardiologia
John Johnson,219-16-5145,1986-09-17,Clark Group,Amanda Becker,12961,OH,B,15,Anos,10:23:37,19:24:21,A00,Não,Near decision position benefit have similar national. Organization guess animal sometimes few like nearly. Night part major agency soldier about inside.,Hospital,Recepção A,Ortopedia
George King,783-09-5468,1946-09-21,Mcdaniel Group,Luis Short,46389,CT,C,24,Anos,20:13:03,12:52:24,B01,Não,"Tv box standard low ready start policy. Organization fill relationship marriage beautiful fill.
Dinner out shoulder give newspaper third include throw. Product store both term yourself.",Clínica,Recepção C,Ortopedia
Debra Porter,606-86-8210,2019-05-08,Vincent Inc,Katie Hayes,99314,MT,B,16,Dias,19:45:07,11:53:42,C02,Sim,Store hour movie population identify. Best court debate. Second explain along world huge a.,Pronto-Socorro,Recepção A,Ortopedia
Deborah Marquez,808-39-5648,1930-05-25,Lam-Reid,Shawn Holder,15777,KY,C,26,Meses,03:15:38,05:54:54,C02,Sim,"Blood thank source sport film organization American. Sense day avoid all.
Exist much carry measure fear way cell. Rise along either some interview turn recognize.",Clínica,Recepção C,Pediatria
Donald Cook,020-87-1794,1923-02-18,Haynes PLC,Christian Knight,40997,MN,B,16,Anos,13:16:20,10:48:44,B01,Sim,Lay certainly dream new mouth project community. Each use dinner. Beautiful voice win blood whatever doctor represent.,Hospital,Recepção B,Pediatria
Norman Bauer,739-78-2040,1935-07-09,Dixon-Harris,Becky Johnson,39778,PW,C,4,Meses,19:05:54,08:55:47,C02,Sim,"Whatever western training energy risk. Student store police she she.
Animal create room. Answer here marriage institution.",Hospital,Recepção A,Pediatria
Alicia Kelly,273-21-2664,1995-05-19,"Howell, Brock and Mcdonald",Robert Green,70126,IL,C,9,Dias,10:41:18,01:41:38,C02,Não,"Wall finally effect long these citizen.
Read positive concern also rock financial throw. Organization prepare service give nor wall.",Clínica,Recepção A,Ortopedia
Meagan Roach,208-62-0812,1930-09-13,Heath-Porter,Mary Peterson,27254,PR,A,16,Meses,22:12:45,02:20:36,B01,Não,"Language matter history station clearly brother line. Husband affect any result buy job result life.
Case best over sound test rate. Green similar entire expect.",Clínica,Recepção B,Cardiologia
Benjamin Hernandez,536-67-6094,1955-04-27,Thomas Inc,Ashlee West,78796,ME,C,24,Anos,11:10:04,13:53:36,A00,Sim,Early return many administration. Big number suggest girl. Seek another hundred trade economy. Mr father heart her draw list.,Hospital,Recepção B,Ortopedia
Tracy Ball,425-12-3347,1983-04-18,Mccarthy-Smith,Kelly Gregory,28348,IL,B,29,Dias,15:29:18,05:15:07,B01,Não,Himself popular oil part avoid project lay. Power today sister appear though skill.,Clínica,Recepção B,Cardiologia
Kevin Davis,305-03-9335,2019-02-16,Pittman Inc,Yolanda Alexander,96447,IN,A,21,Anos,06:43:37,07:34:28,C02,Sim,Outside that also soon certainly accept old. Change arm hear area behind. Statement still some. Although school physical foreign affect remain.,Clínica,Recepção B,Pediatria
Emily Nelson,849-39-0672,1954-12-24,"Carson, Hansen and Curry",Brandon George,71003,WY,C,3,Dias,13:17:37,03:03:51,B01,Sim,"Able drop girl former guess project world. Decade act either great wait real dark. Start future program.
Language card serious until produce. Rock music heart oil memory require.",Hospital,Recepção A,Cardiologia
Michelle Gray,096-03-7699,2000-11-17,"Kaufman, Velazquez and Barnett",Xavier Nguyen,19954,GU,A,3,Meses,05:19:33,21:20:24,B01,Não,"Goal number top picture mission. Some through guy summer activity foot Congress.
Kind everyone bring great hair commercial. Reason player we federal.",Clínica,Recepção B,Ortopedia
Daniel Ross,579-52-1862,1936-07-01,Lyons Group,Roger Randall,19842,TN,C,4,Dias,21:01:16,10:24:23,C02,Sim,Worker study trip perform large drop structure scientist. While study anyone thousand us. Entire by sing result yes research great.,Pronto-Socorro,Recepção A,Ortopedia
Lisa Johnson,854-29-7856,2017-05-26,"Torres, Morrison and Huerta",Brian Luna,14853,OH,C,3,Meses,04:11:29,06:10:53,A00,Sim,"Lawyer focus down. Certain different wrong.
Prepare alone candidate should interest difficult whom. Here reality recently support character night throw.",Hospital,Recepção B,Pediatria
Andrew Ibarra,587-60-6133,1933-01-12,Edwards Ltd,Wayne Cox,93776,NM,B,10,Anos,15:10:07,09:49:51,B01,Sim,Ability Democrat part similar day arm. Appear sell administration hear drug. Parent skill strategy poor.,Hospital,Recepção A,Cardiologia
Jennifer Wilson,464-99-7469,1907-10-17,"Rivera, Williams and Morris",Peter Williams,10294,LA,B,15,Anos,00:38:35,03:19:51,A00,Não,Hundred figure second. Thus individual everyone simply notice foreign apply. Home receive head spend budget. Painting prove do against.,Clínica,Recepção A,Cardiologia
Raymond Vazquez,014-58-0092,1933-03-26,Morgan-Black,Karen Ramsey,66470,CO,A,9,Anos,01:35:23,03:15:26,B01,Sim,Method final believe result like finally practice. Song American will. Conference nearly between customer top land specific image.,Clínica,Recepção B,Cardiologia
Benjamin Johnson,708-52-3781,1993-12-03,Stark Group,Betty Moses,28529,VT,B,24,Anos,12:28:32,11:09:02,C02,Não,"Worker vote indeed benefit plan possible. Buy take ever.
Mind list student system operation. Make born either program pay necessary its.",Clínica,Recepção A,Pediatria
Robert Ortiz,878-63-0755,2003-11-16,Boone-Wilson,Jennifer Padilla,11456,LA,C,1,Meses,14:44:24,09:26:24,C02,Sim,"Any heart such. Here some card meeting. Important why north use.
Themselves answer above TV although list. Agency step experience find though prevent project.",Pronto-Socorro,Recepção B,Ortopedia
